date	Joy	Sadness	Disgust	 Contempt	 Anger	 Fear	 Surprise
<<<<<<< HEAD
0:0:22.408	93.329	0.001	0.003	0.001	0.001	0.002	0.285	
0:0:22.570	98.890	0.001	0.002	0.001	0.001	0.002	0.309	
0:0:22.706	90.965	0.001	0.003	0.002	0.001	0.001	0.261	
0:0:22.789	90.333	0.001	0.003	0.002	0.001	0.001	0.231	
0:0:22.874	93.738	0.001	0.003	0.001	0.001	0.001	0.250	
0:0:22.956	95.434	0.001	0.003	0.001	0.001	0.001	0.284	
0:0:23.057	96.520	0.001	0.003	0.001	0.001	0.002	0.340	
0:0:23.170	98.589	0.001	0.003	0.001	0.001	0.002	0.461	
0:0:23.264	99.442	0.001	0.002	0.001	0.001	0.006	0.713	
0:0:23.411	99.354	0.001	0.002	0.001	0.001	0.020	0.574	
0:0:23.530	98.320	0.001	0.003	0.001	0.001	0.021	0.584	
0:0:23.614	91.981	0.001	0.004	0.002	0.001	0.006	0.462	
0:0:23.703	15.199	0.001	0.017	0.005	0.002	0.112	0.527	
0:0:23.795	54.683	0.001	0.008	0.003	0.001	0.002	0.317	
0:0:23.886	22.209	0.001	0.014	0.004	0.001	0.001	0.291	
0:0:23.976	53.842	0.001	0.009	0.003	0.001	0.001	0.288	
0:0:24.072	96.116	0.001	0.003	0.001	0.001	0.001	0.300	
0:0:24.158	99.328	0.001	0.002	0.001	0.001	0.001	0.297	
0:0:24.250	99.382	0.001	0.002	0.001	0.001	0.001	0.299	
0:0:24.340	99.522	0.001	0.002	0.001	0.001	0.001	0.382	
0:0:24.424	99.651	0.001	0.002	0.001	0.001	0.001	0.460	
0:0:24.508	99.579	0.001	0.002	0.001	0.001	0.001	0.449	
0:0:24.603	99.611	0.001	0.002	0.001	0.001	0.001	0.458	
0:0:24.688	99.507	0.001	0.002	0.001	0.001	0.001	0.439	
0:0:24.770	99.607	0.001	0.002	0.001	0.001	0.001	0.411	
0:0:24.857	99.650	0.001	0.002	0.001	0.001	0.001	0.375	
0:0:24.944	99.629	0.001	0.002	0.001	0.001	0.001	0.322	
0:0:25.026	99.625	0.001	0.002	0.001	0.001	0.001	0.324	
0:0:25.130	99.609	0.001	0.002	0.001	0.001	0.001	0.322	
0:0:25.234	99.598	0.001	0.002	0.001	0.001	0.001	0.316	
0:0:25.312	99.498	0.001	0.002	0.001	0.001	0.001	0.315	
0:0:25.394	99.459	0.001	0.002	0.001	0.001	0.001	0.335	
0:0:25.475	99.633	0.001	0.002	0.001	0.001	0.001	0.387	
0:0:25.559	99.632	0.001	0.002	0.001	0.001	0.001	0.374	
0:0:25.642	99.634	0.001	0.002	0.001	0.001	0.001	0.347	
0:0:25.787	99.668	0.001	0.002	0.001	0.001	0.001	0.421	
0:0:25.902	99.661	0.001	0.002	0.001	0.001	0.001	0.439	
0:0:26.002	99.633	0.001	0.002	0.001	0.001	0.009	0.606	
0:0:26.086	99.628	0.001	0.002	0.001	0.001	0.012	0.595	
0:0:26.170	99.580	0.001	0.002	0.001	0.001	0.022	0.606	
0:0:26.271	99.538	0.001	0.002	0.001	0.001	0.009	0.544	
0:0:26.421	96.573	0.001	0.003	0.001	0.001	0.006	0.434	
0:0:26.962	98.304	0.001	0.002	0.001	0.001	0.081	0.566	
0:0:27.144	96.619	0.001	0.003	0.001	0.001	0.026	0.487	
0:0:27.278	98.567	0.001	0.002	0.001	0.001	0.001	0.314	
0:0:27.410	98.676	0.001	0.002	0.001	0.001	0.002	0.348	
0:0:27.508	99.081	0.001	0.002	0.001	0.001	0.002	0.394	
0:0:27.609	99.086	0.001	0.002	0.001	0.001	0.002	0.429	
0:0:27.727	99.133	0.001	0.002	0.001	0.001	0.003	0.471	
0:0:27.821	99.001	0.001	0.002	0.001	0.001	0.003	0.459	
0:0:27.960	99.216	0.001	0.002	0.001	0.001	0.004	0.501	
0:0:28.077	99.219	0.001	0.002	0.001	0.001	0.001	0.389	
0:0:28.171	98.690	0.001	0.002	0.001	0.001	0.001	0.363	
0:0:28.289	99.396	0.001	0.002	0.001	0.001	0.001	0.319	
0:0:28.387	99.537	0.001	0.002	0.001	0.001	0.002	0.440	
0:0:28.492	99.564	0.001	0.002	0.001	0.001	0.001	0.361	
0:0:28.609	99.442	0.001	0.002	0.001	0.001	0.002	0.398	
0:0:28.734	99.410	0.001	0.002	0.001	0.001	0.006	0.444	
0:0:28.840	99.020	0.001	0.002	0.001	0.001	0.007	0.452	
0:0:28.931	98.529	0.001	0.002	0.001	0.001	0.001	0.306	
0:0:29.039	96.063	0.001	0.003	0.001	0.001	0.001	0.296	
0:0:29.137	91.659	0.001	0.004	0.001	0.001	0.001	0.242	
0:0:29.273	87.848	0.001	0.004	0.002	0.001	0.001	0.207	
0:0:29.378	54.822	0.001	0.006	0.002	0.001	0.001	0.204	
0:0:29.505	0.032	0.008	0.136	0.054	0.002	0.003	0.199	
0:0:29.711	0.006	0.015	0.277	0.120	0.002	0.004	0.203	
0:0:29.828	0.004	0.019	0.346	0.158	0.003	0.005	0.209	
0:0:29.919	0.004	0.019	0.355	0.159	0.003	0.005	0.204	
0:0:30.008	0.019	0.008	0.171	0.069	0.002	0.004	0.219	
0:0:30.105	0.014	0.009	0.191	0.079	0.002	0.005	0.218	
0:0:30.209	0.008	0.012	0.246	0.107	0.002	0.005	0.211	
0:0:30.298	0.012	0.010	0.204	0.087	0.002	0.004	0.207	
0:0:30.407	0.046	0.006	0.120	0.047	0.002	0.004	0.210	
0:0:30.526	0.011	0.011	0.213	0.091	0.002	0.004	0.201	
0:0:30.627	0.004	0.017	0.336	0.153	0.003	0.007	0.204	
0:0:30.724	0.020	0.008	0.166	0.068	0.002	0.004	0.206	
0:0:30.809	0.015	0.010	0.188	0.080	0.002	0.004	0.205	
0:0:30.913	0.024	0.007	0.153	0.064	0.002	0.004	0.208	
0:0:31.005	0.094	0.005	0.090	0.035	0.002	0.003	0.209	
0:0:31.094	7.370	0.002	0.016	0.005	0.001	0.001	0.208	
0:0:31.180	97.080	0.001	0.002	0.001	0.001	0.001	0.202	
0:0:31.273	88.942	0.001	0.003	0.002	0.001	0.001	0.204	
0:0:31.359	97.557	0.001	0.002	0.001	0.001	0.001	0.208	
0:0:31.454	95.329	0.001	0.003	0.001	0.001	0.001	0.205	
0:0:31.548	94.440	0.001	0.003	0.001	0.001	0.001	0.206	
0:0:31.651	86.897	0.001	0.004	0.002	0.001	0.001	0.212	
0:0:31.754	82.984	0.001	0.004	0.002	0.001	0.001	0.220	
0:0:31.860	48.215	0.001	0.007	0.002	0.001	0.001	0.218	
0:0:31.971	1.269	0.002	0.032	0.011	0.001	0.002	0.215	
0:0:32.070	0.446	0.003	0.048	0.017	0.001	0.002	0.204	
0:0:32.170	0.038	0.008	0.128	0.052	0.002	0.003	0.198	
0:0:32.252	0.073	0.006	0.099	0.039	0.001	0.002	0.197	
0:0:32.341	0.013	0.012	0.203	0.087	0.002	0.003	0.198	
0:0:32.436	0.005	0.017	0.309	0.142	0.003	0.005	0.201	
0:0:32.526	0.007	0.012	0.268	0.119	0.003	0.007	0.213	
0:0:32.612	0.005	0.008	0.302	0.138	0.004	0.036	0.250	
0:0:32.707	0.006	0.005	0.293	0.132	0.006	0.145	0.289	
0:0:32.803	0.005	0.004	0.296	0.135	0.011	0.794	0.342	
0:0:32.898	0.008	0.003	0.250	0.113	0.012	1.970	0.376	
0:0:32.990	0.039	0.001	0.127	0.053	0.009	3.321	0.425	
0:0:33.087	18.623	0.001	0.011	0.004	0.002	0.170	0.408	
0:0:33.187	76.533	0.001	0.004	0.002	0.001	0.013	0.350	
0:0:33.290	86.664	0.001	0.004	0.002	0.001	0.011	0.353	
0:0:33.392	94.227	0.001	0.003	0.001	0.001	0.002	0.301	
0:0:33.481	95.761	0.001	0.003	0.001	0.001	0.004	0.329	
0:0:33.564	97.938	0.001	0.002	0.001	0.001	0.001	0.258	
0:0:33.652	92.693	0.001	0.003	0.001	0.001	0.002	0.281	
0:0:33.728	84.819	0.001	0.004	0.002	0.001	0.002	0.275	
0:0:33.844	97.801	0.001	0.002	0.001	0.001	0.001	0.276	
0:0:33.936	98.410	0.001	0.002	0.001	0.001	0.001	0.281	
0:0:34.028	91.701	0.001	0.003	0.001	0.001	0.001	0.235	
0:0:34.129	86.949	0.001	0.004	0.002	0.001	0.001	0.235	
0:0:34.214	95.684	0.001	0.003	0.001	0.001	0.001	0.212	
0:0:34.306	98.350	0.001	0.002	0.001	0.001	0.001	0.210	
0:0:34.391	95.964	0.001	0.003	0.001	0.001	0.001	0.215	
0:0:34.481	52.972	0.001	0.006	0.002	0.001	0.001	0.212	
0:0:34.575	98.074	0.001	0.002	0.001	0.001	0.001	0.214	
0:0:34.673	98.437	0.001	0.002	0.001	0.001	0.001	0.209	
0:0:34.770	97.959	0.001	0.002	0.001	0.001	0.001	0.213	
0:0:34.869	98.296	0.001	0.002	0.001	0.001	0.001	0.208	
0:0:34.957	98.799	0.001	0.002	0.001	0.001	0.001	0.209	
0:0:35.045	99.390	0.001	0.002	0.001	0.001	0.001	0.210	
0:0:35.138	99.443	0.001	0.002	0.001	0.001	0.001	0.205	
0:0:35.224	99.438	0.001	0.002	0.001	0.001	0.001	0.207	
0:0:35.313	99.425	0.001	0.002	0.001	0.001	0.001	0.197	
0:0:35.393	99.178	0.001	0.002	0.001	0.001	0.001	0.195	
0:0:35.470	99.070	0.001	0.002	0.001	0.001	0.001	0.194	
0:0:35.559	98.641	0.001	0.002	0.001	0.001	0.001	0.194	
0:0:35.643	97.249	0.001	0.002	0.001	0.001	0.001	0.194	
0:0:35.745	98.349	0.001	0.002	0.001	0.001	0.001	0.195	
0:0:35.893	95.376	0.001	0.003	0.001	0.001	0.001	0.195	
0:0:35.975	99.182	0.001	0.002	0.001	0.001	0.001	0.198	
0:0:36.069	99.322	0.001	0.002	0.001	0.001	0.001	0.197	
0:0:36.153	99.202	0.001	0.002	0.001	0.001	0.001	0.196	
0:0:36.239	99.160	0.001	0.002	0.001	0.001	0.001	0.196	
0:0:36.320	99.179	0.001	0.002	0.001	0.001	0.001	0.195	
0:0:36.420	99.306	0.001	0.002	0.001	0.001	0.001	0.195	
0:0:36.509	98.058	0.001	0.002	0.001	0.001	0.001	0.195	
0:0:36.602	88.307	0.001	0.003	0.002	0.001	0.001	0.194	
0:0:36.703	77.039	0.001	0.004	0.002	0.001	0.001	0.194	
0:0:36.788	52.989	0.001	0.006	0.002	0.001	0.001	0.194	
0:0:36.874	2.601	0.002	0.024	0.008	0.001	0.001	0.194	
0:0:36.961	0.368	0.004	0.051	0.018	0.001	0.002	0.194	
0:0:37.053	0.282	0.004	0.058	0.021	0.001	0.002	0.194	
0:0:37.142	1.547	0.002	0.030	0.010	0.001	0.001	0.194	
0:0:37.241	4.403	0.002	0.020	0.006	0.001	0.001	0.194	
0:0:37.345	3.482	0.002	0.022	0.007	0.001	0.001	0.194	
0:0:37.462	65.172	0.001	0.005	0.002	0.001	0.001	0.194	
0:0:37.552	79.023	0.001	0.004	0.002	0.001	0.001	0.194	
0:0:37.632	92.127	0.001	0.003	0.001	0.001	0.001	0.194	
0:0:37.727	91.590	0.001	0.003	0.001	0.001	0.001	0.194	
0:0:37.809	96.346	0.001	0.002	0.001	0.001	0.001	0.194	
0:0:37.905	96.930	0.001	0.002	0.001	0.001	0.001	0.194	
0:0:37.993	88.071	0.001	0.003	0.002	0.001	0.001	0.194	
0:0:38.080	35.433	0.001	0.008	0.003	0.001	0.001	0.194	
0:0:38.171	21.407	0.001	0.010	0.003	0.001	0.001	0.194	
0:0:38.246	61.997	0.001	0.006	0.002	0.001	0.001	0.194	
0:0:38.336	24.028	0.001	0.010	0.003	0.001	0.001	0.194	
0:0:38.410	15.950	0.002	0.012	0.004	0.001	0.001	0.194	
0:0:38.494	23.592	0.001	0.010	0.003	0.001	0.001	0.194	
0:0:38.604	91.016	0.001	0.003	0.001	0.001	0.001	0.196	
0:0:38.691	90.728	0.001	0.003	0.001	0.001	0.001	0.196	
0:0:38.771	91.711	0.001	0.003	0.001	0.001	0.001	0.197	
0:0:38.875	95.233	0.001	0.003	0.001	0.001	0.001	0.197	
0:0:38.953	98.694	0.001	0.002	0.001	0.001	0.001	0.195	
0:0:39.031	99.062	0.001	0.002	0.001	0.001	0.001	0.196	
0:0:39.119	99.507	0.001	0.002	0.001	0.001	0.001	0.196	
0:0:39.212	99.570	0.001	0.002	0.001	0.001	0.001	0.199	
0:0:39.291	99.589	0.001	0.002	0.001	0.001	0.001	0.209	
0:0:39.371	99.657	0.001	0.002	0.001	0.001	0.001	0.273	
0:0:39.452	99.787	0.001	0.002	0.001	0.001	0.001	0.534	
0:0:39.527	99.882	0.001	0.003	0.001	0.001	0.001	1.307	
0:0:39.637	99.916	0.001	0.005	0.001	0.001	0.001	2.383	
0:0:39.715	99.919	0.001	0.006	0.001	0.001	0.001	3.842	
0:0:39.821	99.917	0.001	0.007	0.001	0.001	0.001	5.451	
0:0:39.895	99.898	0.001	0.008	0.001	0.001	0.001	9.968	
0:0:39.975	99.821	0.001	0.010	0.001	0.001	0.001	13.670	
0:0:40.053	99.821	0.001	0.011	0.001	0.001	0.001	19.022	
0:0:40.130	99.828	0.001	0.017	0.001	0.001	0.001	17.537	
0:0:40.209	0.001	0.001	0.001	0.001	0.001	0.001	0.001	
0:0:40.287	0.001	0.001	0.001	0.001	0.001	0.001	0.001	
0:0:40.387	0.001	0.001	0.001	0.001	0.001	0.001	0.001	
0:0:40.465	0.001	0.001	0.001	0.001	0.001	0.001	0.001	
0:0:40.574	0.001	0.001	0.001	0.001	0.001	0.001	0.001	
0:0:40.670	0.001	0.001	0.001	0.001	0.001	0.001	0.001	
0:0:40.765	0.001	0.001	0.001	0.001	0.001	0.001	0.001	
0:0:40.881	0.001	0.001	0.001	0.001	0.001	0.001	0.001	
0:0:40.988	99.244	0.001	13.185	0.001	0.001	0.001	81.197	
0:0:41.092	99.172	0.001	12.270	0.001	0.001	0.001	82.360	
0:0:41.187	98.903	0.001	10.054	0.001	0.001	0.001	88.272	
0:0:41.275	99.323	0.001	4.783	0.001	0.001	0.001	80.505	
0:0:41.355	99.469	0.001	0.601	0.001	0.001	0.001	75.265	
0:0:41.438	99.560	0.001	0.083	0.001	0.001	0.001	68.956	
0:0:41.542	99.230	0.001	0.033	0.001	0.001	0.001	85.125	
=======
0:0:3.604	0.003	0.025	0.425	0.193	0.003	0.006	0.194	
0:0:5.202	0.011	0.002	2.302	0.196	0.045	0.001	12.544	
0:0:5.861	0.006	0.005	1.114	0.187	0.013	0.004	0.936	
0:0:6.357	0.003	0.023	0.424	0.191	0.003	0.005	0.197	
0:0:6.644	0.003	0.024	0.425	0.192	0.003	0.006	0.194	
0:0:6.844	0.003	0.024	0.419	0.189	0.003	0.005	0.195	
0:0:6.986	0.003	0.024	0.405	0.182	0.003	0.005	0.194	
0:0:7.074	0.003	0.023	0.394	0.176	0.003	0.005	0.195	
0:0:7.230	0.003	0.023	0.396	0.178	0.003	0.005	0.195	
0:0:7.331	0.003	0.024	0.409	0.184	0.003	0.005	0.194	
0:0:7.494	0.003	0.024	0.415	0.188	0.003	0.005	0.194	
0:0:7.578	0.003	0.023	0.410	0.185	0.003	0.005	0.194	
0:0:7.665	0.003	0.023	0.396	0.179	0.003	0.005	0.194	
0:0:7.847	0.016	0.010	0.182	0.074	0.002	0.003	0.194	
0:0:7.934	0.038	0.007	0.128	0.050	0.002	0.002	0.194	
0:0:8.029	0.952	0.002	0.035	0.012	0.001	0.001	0.194	
0:0:8.112	6.705	0.001	0.016	0.005	0.001	0.001	0.194	
0:0:8.204	80.682	0.001	0.004	0.002	0.001	0.001	0.194	
0:0:8.280	85.864	0.001	0.004	0.002	0.001	0.001	0.194	
0:0:8.356	94.965	0.001	0.003	0.001	0.001	0.001	0.194	
0:0:8.423	92.496	0.001	0.003	0.001	0.001	0.001	0.194	
0:0:8.492	93.548	0.001	0.003	0.001	0.001	0.001	0.194	
0:0:8.571	93.668	0.001	0.004	0.001	0.001	0.001	0.194	
0:0:8.649	94.782	0.001	0.004	0.001	0.001	0.001	0.194	
0:0:8.729	89.757	0.001	0.006	0.001	0.001	0.001	0.194	
0:0:8.804	77.929	0.001	0.008	0.002	0.001	0.001	0.194	
0:0:8.877	55.664	0.001	0.012	0.002	0.001	0.001	0.194	
0:0:8.949	43.290	0.001	0.017	0.002	0.001	0.001	0.194	
0:0:9.054	24.994	0.001	0.019	0.003	0.001	0.001	0.194	
0:0:9.120	9.096	0.002	0.025	0.005	0.001	0.001	0.194	
0:0:9.186	1.040	0.003	0.054	0.012	0.001	0.001	0.194	
0:0:9.292	0.190	0.005	0.088	0.024	0.001	0.002	0.194	
0:0:9.359	0.170	0.005	0.091	0.025	0.001	0.002	0.194	
0:0:9.432	0.074	0.006	0.132	0.037	0.001	0.002	0.194	
0:0:9.502	0.088	0.006	0.138	0.034	0.001	0.002	0.194	
0:0:9.579	0.054	0.007	0.165	0.042	0.002	0.002	0.194	
0:0:9.648	0.020	0.010	0.234	0.068	0.002	0.003	0.194	
0:0:9.723	0.010	0.014	0.295	0.096	0.002	0.003	0.194	
0:0:9.785	0.008	0.015	0.303	0.108	0.002	0.004	0.194	
0:0:9.849	0.006	0.018	0.341	0.128	0.002	0.004	0.194	
0:0:9.911	0.005	0.019	0.359	0.143	0.003	0.004	0.194	
0:0:9.976	0.004	0.021	0.385	0.160	0.003	0.005	0.195	
0:0:10.044	0.003	0.023	0.411	0.173	0.003	0.005	0.195	
0:0:10.126	0.003	0.023	0.418	0.177	0.003	0.005	0.197	
0:0:10.215	0.003	0.023	0.416	0.177	0.003	0.005	0.197	
0:0:10.287	0.003	0.023	0.413	0.177	0.003	0.005	0.198	
0:0:10.354	0.003	0.023	0.412	0.179	0.003	0.005	0.198	
0:0:10.427	0.003	0.023	0.418	0.181	0.003	0.005	0.198	
0:0:10.494	0.003	0.023	0.411	0.178	0.003	0.005	0.196	
0:0:10.557	0.003	0.023	0.404	0.175	0.003	0.005	0.196	
0:0:10.620	0.003	0.023	0.405	0.176	0.003	0.005	0.195	
0:0:10.690	0.003	0.023	0.405	0.176	0.003	0.005	0.195	
0:0:10.756	0.003	0.023	0.411	0.179	0.003	0.005	0.195	
0:0:10.823	0.003	0.023	0.413	0.179	0.003	0.005	0.195	
0:0:10.892	0.003	0.023	0.412	0.178	0.003	0.005	0.194	
0:0:10.957	0.003	0.023	0.429	0.179	0.003	0.005	0.194	
0:0:11.020	0.003	0.024	0.445	0.181	0.003	0.005	0.194	
0:0:11.092	0.003	0.024	0.466	0.183	0.003	0.005	0.194	
0:0:11.158	0.003	0.024	0.476	0.182	0.003	0.005	0.195	
0:0:11.230	0.003	0.024	0.498	0.185	0.003	0.005	0.194	
0:0:11.300	0.003	0.024	0.525	0.184	0.003	0.005	0.194	
0:0:11.370	0.003	0.024	0.607	0.184	0.003	0.005	0.194	
0:0:11.440	0.003	0.024	0.597	0.184	0.003	0.005	0.194	
0:0:11.507	0.003	0.024	0.539	0.183	0.003	0.005	0.194	
0:0:11.595	0.003	0.024	0.499	0.186	0.003	0.005	0.194	
0:0:11.667	0.003	0.024	0.485	0.188	0.003	0.005	0.194	
0:0:11.728	0.003	0.024	0.469	0.189	0.003	0.005	0.194	
0:0:11.791	0.003	0.025	0.461	0.190	0.003	0.005	0.194	
0:0:11.858	0.003	0.025	0.451	0.191	0.003	0.005	0.195	
0:0:11.935	0.003	0.025	0.443	0.191	0.003	0.005	0.195	
0:0:12.006	0.003	0.025	0.431	0.192	0.003	0.005	0.195	
0:0:12.070	0.003	0.025	0.428	0.192	0.003	0.005	0.195	
0:0:12.132	0.003	0.025	0.427	0.192	0.003	0.005	0.196	
0:0:12.202	0.003	0.025	0.426	0.192	0.003	0.005	0.196	
0:0:12.264	0.003	0.025	0.425	0.192	0.003	0.005	0.197	
0:0:12.325	0.003	0.025	0.424	0.192	0.003	0.005	0.197	
0:0:12.395	0.003	0.025	0.422	0.191	0.003	0.005	0.197	
0:0:12.461	0.003	0.024	0.419	0.189	0.003	0.005	0.196	
0:0:12.549	0.003	0.024	0.411	0.185	0.003	0.005	0.196	
0:0:12.615	0.003	0.023	0.398	0.179	0.003	0.005	0.195	
0:0:12.695	0.003	0.021	0.378	0.168	0.003	0.005	0.194	
0:0:12.768	0.004	0.018	0.341	0.150	0.003	0.005	0.194	
0:0:12.834	0.006	0.014	0.287	0.124	0.002	0.004	0.194	
0:0:12.901	0.009	0.013	0.240	0.102	0.002	0.004	0.194	
0:0:12.969	0.008	0.013	0.249	0.106	0.002	0.004	0.194	
0:0:13.062	0.008	0.014	0.247	0.105	0.002	0.004	0.194	
0:0:13.128	0.005	0.017	0.304	0.131	0.002	0.004	0.194	
0:0:13.211	0.004	0.019	0.352	0.151	0.003	0.005	0.194	
0:0:13.283	0.003	0.022	0.393	0.168	0.003	0.005	0.194	
0:0:13.349	0.003	0.023	0.412	0.178	0.003	0.005	0.194	
0:0:13.410	0.003	0.024	0.424	0.185	0.003	0.005	0.194	
0:0:13.476	0.003	0.024	0.433	0.190	0.003	0.005	0.194	
0:0:13.547	0.003	0.024	0.430	0.190	0.003	0.005	0.194	
0:0:13.609	0.003	0.025	0.428	0.192	0.003	0.006	0.194	
0:0:13.670	0.003	0.025	0.426	0.192	0.003	0.006	0.194	
0:0:13.738	0.003	0.025	0.426	0.193	0.003	0.006	0.194	
0:0:13.806	0.003	0.025	0.425	0.192	0.003	0.006	0.194	
0:0:13.881	0.003	0.025	0.425	0.192	0.003	0.006	0.194	
0:0:13.952	0.003	0.025	0.426	0.192	0.003	0.006	0.194	
0:0:14.017	0.003	0.025	0.423	0.191	0.003	0.005	0.194	
0:0:14.083	0.003	0.025	0.423	0.190	0.003	0.005	0.194	
0:0:14.152	0.003	0.024	0.422	0.190	0.003	0.005	0.194	
0:0:14.219	0.003	0.024	0.420	0.188	0.003	0.005	0.194	
0:0:14.289	0.003	0.024	0.419	0.187	0.003	0.005	0.194	
0:0:14.366	0.003	0.024	0.423	0.188	0.003	0.005	0.194	
0:0:14.428	0.003	0.025	0.427	0.190	0.003	0.005	0.194	
0:0:14.496	0.003	0.025	0.428	0.191	0.003	0.005	0.194	
0:0:14.568	0.003	0.025	0.431	0.192	0.003	0.005	0.194	
0:0:14.638	0.003	0.025	0.434	0.192	0.003	0.006	0.194	
0:0:14.701	0.003	0.025	0.437	0.193	0.003	0.006	0.194	
0:0:14.773	0.003	0.025	0.438	0.193	0.003	0.006	0.194	
0:0:14.850	0.003	0.025	0.436	0.193	0.003	0.006	0.195	
0:0:14.916	0.003	0.025	0.433	0.193	0.003	0.006	0.195	
0:0:14.977	0.003	0.025	0.429	0.193	0.003	0.006	0.195	
0:0:15.047	0.003	0.025	0.429	0.193	0.003	0.006	0.195	
0:0:15.121	0.003	0.025	0.428	0.193	0.003	0.006	0.195	
0:0:15.182	0.003	0.025	0.427	0.193	0.003	0.006	0.194	
0:0:15.243	0.003	0.025	0.427	0.193	0.003	0.006	0.194	
0:0:15.303	0.003	0.025	0.426	0.193	0.003	0.006	0.195	
0:0:15.372	0.003	0.025	0.426	0.193	0.003	0.006	0.194	
0:0:15.441	0.003	0.025	0.426	0.193	0.003	0.006	0.194	
